,abv,adv_score,avg_rating,beer_desc,beer_name,beer_type,brewery,num_ratings,style_rank,total_rank
140,5%,73.0,3.12,"Looks dark, tastes light. It's Ontario's favourite dark lager. A dark beer that is slowly brewed with Canadian grown malted barley, specialty coloured malts, imported hops and pure cultured brewers yeast.,
,
Dark lagers are enjoyed all year long, and they're not as filling as ales. Waterloo Dark will cut some of the heaviness in sauce-based meat dishes. Waterloo Dark is an equally perfect beer to go with appetizers suitable for watching sports games, or used as an actual ingredient when preparing a meal.,
,
Experience what this great dark ""light tasting"" lager has to offer and why it has won multiple awards at the World Cup of Beer, Canadian Brewing Awards, Ontario Brewing Awards and the Monde Selection International Institute For Quality Selections.	",Dark Lager,Lager - European Dark,Waterloo Brewing,204.0,123.0,48966.0
142,4.7%,83.0,3.71,Exported to US as Czechvar	,Budweiser Budvar Czech Dark Lager,Lager - European Dark,"Budějovický Budvar, n.p.",261.0,24.0,36988.0
144,5%,79.0,3.47,,San Miguel Dark Lager,Lager - European Dark,San Miguel Brewery Inc.,273.0,80.0,46639.0
146,5%,92.0,4.18,"A very dark yet surprisingly light-bodied Lager beer, crisp and refreshing with no heaviness.	",Death & Taxes,Lager - European Dark,Moonlight Brewing Company,336.0,1.0,2423.0
148,6%,69.0,2.94,,Fischer Tradition Amber,Lager - European Dark,Brasserie Fischer / Fischer Biere d' Alsace,368.0,132.0,49414.0
150,4.8%,71.0,3.05,,St. Pauli Girl Special Dark,Lager - European Dark,St. Pauli Brauerei C.L. Wilh. Brandt Gmbh & Co.,416.0,128.0,49249.0
152,5.6%,78.0,3.41,,Baltika #4 Original (Dark),Lager - European Dark,Baltika Breweries,465.0,88.0,47614.0
153,5%,75.0,3.25,,Heineken Dark Lager,Lager - European Dark,Heineken Nederland B.V.,642.0,114.0,48695.0
155,5.5%,78.0,3.4,"Rich, malty and smooth like the great German dunkels that inspired it. Dixie Blackened Voodoo Lager balances premium roasted barley malts with Mt. Hood and Cascade hops. The result is a dark, mysterious brew known for its bewitching character and magical spirit!	",Blackened Voodoo,Lager - European Dark,Dixie Beer,858.0,90.0,47823.0
156,4.9%,77.0,3.37,"Dark lager with rich, nutty, cocoa flavor,
,
,
Our most award-winning beer, Leinenkugel’s® Creamy Dark is brewed with a special blend of four malts for a rich, nutty cocoa flavor and crisp finish. That makes it one deliciously dark, surprisingly smooth brew. Hey, the name says it all.,
,
In 2005 and 2006, Creamy Dark won a Gold medal at the Great American Beer Festival® in the American-style Dark Lager category. In 2002, 2008 and 2013 it won the Silver in the American-style Dark Lager category, and in 2004 received the Bronze in the American-style Dark Lager category.,
,
IBU: 20	",Creamy Dark,Lager - European Dark,Jacob Leinenkugel Brewing Company,1027.0,96.0,48080.0
157,4.5%,72.0,3.14,,Guinness Black Lager,Lager - European Dark,Guinness Ltd.,1983.0,124.0,49117.0
158,6%,86.0,3.84,"A surprisingly bright taste and a dry, chocolaty finish -- one evocotive of dark brews enjoyed in Belgian taverns 500 years ago. Not a porter, not a stout -- it's 1554.	",1554,Lager - European Dark,New Belgium Brewing Company,4282.0,11.0,21625.0
159,5.5%,78.0,3.42,,Dundee Oktoberfest,Lager - Märzen / Oktoberfest,Genesee Brewing Co. / Dundee Brewing Co.,314.0,557.0,47397.0
160,6%,85.0,3.77,Gold Medal Winner in the German-style/Oktoberfest category at the 2004 Great American Beer Festival (GABF).	,Oktoberfest,Lager - Märzen / Oktoberfest,Sprecher Brewing Company,315.0,113.0,30995.0
162,5%,82.0,3.64,Bavarian-inspired. Asheville-made. This Märzen lager is smooth and well-rounded with toasty malt character.	,Clawhammer,Lager - Märzen / Oktoberfest,Highland Brewing,337.0,389.0,42022.0
164,6%,86.0,3.84,,Barktoberfest,Lager - Märzen / Oktoberfest,Thirsty Dog Brewing Company,338.0,38.0,22259.0
165,5.7%,80.0,3.49,,Oktoberfest Lager Beer,Lager - Märzen / Oktoberfest,"Lakefront Brewery, Inc.",339.0,532.0,46421.0
166,5.5%,82.0,3.62,"2014 GABF Gold Medal (German-Style Marzen),
,
The mother of all seasonal beers has a fiery amber hue with rich malty overtones that dominate the flavor.	",Oktoberfest,Lager - Märzen / Oktoberfest,Capital Brewery,353.0,428.0,42973.0
167,5.5%,83.0,3.65,"The Oktoberfest or Marzen (March) type of beer was originally brewed in March, and laid down in caves before the summer weather rendered brewing impossible. Stocks would be drawn upon heavily during the summer, and exhausted by October.,
,
In Germany, this tradition has come to be associated with one specific style, Oktoberfest Bier. In keeping with true German tradition, August Schell Oktoberfest beer is brewed just once a year. Brewed with the perfect balance of Pale, Munich, and Cara Pils malt with Liberty and Perle hops to create a rich, smooth taste.	",Schell's Oktoberfest,Lager - Märzen / Oktoberfest,August Schell Brewing Company,383.0,370.0,41577.0
168,5.5%,83.0,3.65,"Based on the ""Bavarian"" style beer that Narragansett produced in the '60s and '70s, this elegant Oktoberfest style Marzen is brewed with the highest quality German malts and hops. Weyermann's Munich malt creates a rich bready and toasty base, while the noble Tettnang hops add a crisp, but subtle and dry spiced finish. King Grambrinus would be proud!	",Fest Märzen Lager,Lager - Märzen / Oktoberfest,Narragansett Brewing Co.,402.0,371.0,41590.0
169,6.1%,83.0,3.69,"Ein prosit! This seasonal gem is best enjoyed under a humongous tent while you and thousands of your closest friends sing enthusiastically. Or anywhere, really. It’s all about the gemütlichkeit, baby!	",Oktoberfest,Lager - Märzen / Oktoberfest,Sly Fox Brewing Company,402.0,283.0,38912.0
170,6.8%,89.0,3.99,"Formerly known as ""Oktoberfest Lager"".,
,
Aged for months prior to release, this Märzen-style lager is brewed using German hops and yeasts, true to tradition. Its orange-amber hue reminds us of the fall foliage that accompanies the season, and its elegant and complex malt structure produces a smooth drinkable brew. Its otherworldly richness finishes with hints of spice and a subtle hop flavor, just enough to entice you to have another, wherever in the universe you may be.	",Life On Märzen,Lager - Märzen / Oktoberfest,Berkshire Brewing Company Inc.,415.0,7.0,8023.0
171,6%,81.0,3.55,,OktoberFish,Lager - Märzen / Oktoberfest,Flying Fish Brewing Company,417.0,503.0,45304.0
172,5.5%,80.0,3.53,"Originally brewed a couple hundred years ago to celebrate the betrothal of the Crown Prince of Bavaria, we’re helping keep the tradition alive by brewing Oktoberfest every fall for our most royal/loyal followers.	",Oktoberfest,Lager - Märzen / Oktoberfest,Blue Point Brewing Company,436.0,517.0,45763.0
174,5%,82.0,3.62,,Oktober Fest,Lager - Märzen / Oktoberfest,Stoudts Brewing Co.,459.0,430.0,43076.0
175,5.7%,85.0,3.79,"A classic German-style Oktoberfest beer that goes down smooth with a pleasant, toasty malt flavor. 100% German malts create a supple and flavorful base for this traditional Oktoberfest lager. Our 2015 version is brewed with a hop called Hallertau Gold, grown on only one farm in the whole of Bavaria to deliver a hop profile which is at the same time both classic and unique.,
,
25 IBUs	",Oktoberfest,Lager - Märzen / Oktoberfest,Revolution Brewing,542.0,76.0,28475.0
176,5.4%,79.0,3.48,,Saranac Our Octoberfest German Style Lager,Lager - Märzen / Oktoberfest,Matt Brewing Company / Saranac Brewery,556.0,539.0,46732.0
177,5.5%,82.0,3.62,"Our Oktoberfest is a traditional Bavarian Märzen with a toasty malt aroma and slight caramel taste. This rich, amber lager is balanced by the use of German noble hops, while the lager yeast ferments cold and slow, creating a smooth, crisp beer.,
,
Märzen, or Oktoberfest, has its origins in Bavaria, most likely before the 16th century. For public safety and brewing quality concerns, the Bavarian Brauordnung was decreed in 1539, stating that beer could only be brewed from September 29th (Saint Michael) to April 23rd (Saint George). Over the summer months, beers were stored, or lagered, in caves and stone cellars. The evolution of Oktoberfest came from the last brews of the year, in March (or Märzen), as these beers would be ready to drink for the Bavarian celebration, “Oktoberfest”.,
,
25 IBU	",Oktoberfest,Lager - Märzen / Oktoberfest,The Schlafly Tap Room,568.0,432.0,43154.0
179,6.6%,83.0,3.66,"A full bodied, malty, slightly sweet beer celebrating the Autumn harvest. This rich beer has a round malt flavor and an above average alcohol content perfect for a cool fall evening. ,
,
Malt: Three different blended Munich-style malts ,
Hops: Czech Saaz and Tettnanger.,
Original Gravity: 1.061 (15.5° Plato),
Color: Red-Amber ,
Bitterness: 24 IBU	",Oktoberfest,Lager - Märzen / Oktoberfest,Saint Arnold Brewing Company,590.0,349.0,41136.0
181,7%,85.0,3.77,"Named with our atom-colliding scientific neighbor in mind, this Oktoberfest-style lager is oak-aged, providing added layers of depth to the signature flavors of roasted malt, caramel and toffee found in marzen style beers. But a beer this exceptional shouldn’t be limited to just Oktoberfest. Raise a glass, stein or boot to Augustfest, Septemberfest and beyond!	",Atom Smasher,Lager - Märzen / Oktoberfest,Two Brothers Brewing Company,593.0,106.0,31062.0
182,5.7%,85.0,3.8,"Ancient timelines talk of dark days, plagued by hardships and Kingdom demands. When hope was all but lost, a legend emerged. A plumber. With copper pipes and an uncanny wit, he battled fierce foes and saw to the brewery’s opening. Our Octoberfest is malty, smooth and exceedingly drinkable. It is perfect to celebrate and honor today’s legends. We use locally grown wheat from MA, Munich malt and noble hops.,
,
22 IBU	",Copper Legend Octoberfest,Lager - Märzen / Oktoberfest,Jack's Abby Brewing,647.0,63.0,27145.0
183,6%,87.0,3.88,"Labeled as Oktoberfest Bier in Germany and Oktoberfest Wiesn in the US.,
,
This full bodied golden Oktoberfest lager is the only beer served in Paulaner Oktoberfest tents today. It is the pinnacle of German brewing: wonderfully mellow with a balanced harmonious taste. It has a strong note of malt and the pleasant fragrance of hops.	",Oktoberfest Bier (Oktoberfest Wiesn),Lager - Märzen / Oktoberfest,Paulaner Brauerei,681.0,21.0,17034.0
184,6%,83.0,3.7,"Our Dead Ringer Oktoberfest lager is inspired by old-style Märzen brews customarily enjoyed during Bavaria’s world-famous beer festival. Thanks to an abundance of toasted malt and a lower hop bitterness, this dark reddish brown lager is loaded with sweet, caramel toffee flavors and aromas. All the taste and celebration of Oktoberfest packed into one bottle; no lederhosen required.	",Dead Ringer,Lager - Märzen / Oktoberfest,Ballast Point Brewing Company,686.0,256.0,38270.0
186,6.5%,83.0,3.65,"Brewed in the classic Märzen style with Northern Brewer hops from Germany. Rich, toffee malt flavors up front with a clean hop finish as crisp as the autumn air. Unfortunately, like the fall colors, this seasonal beer is gone before you know it.	",Oktoberfest,Lager - Märzen / Oktoberfest,Summit Brewing Company,697.0,373.0,41843.0
187,5.8%,83.0,3.68,"Our fall seasonal beer, Bob’s ’47 Oktoberfest is a medium-bodied, dark amber brew with a malty flavor and well-balanced hop character. With this Munich-style lager we salute our friend Bob Werkowitch, Master Brewer and graduate of the U.S. Brewer’s Academy, 1947.,
,
27 IBU	",Bob's '47 Oktoberfest,Lager - Märzen / Oktoberfest,Boulevard Brewing Co.,714.0,307.0,39881.0
188,5.9%,79.0,3.48,"Celebrate German heritage with this authentic, German Specialty Beer.,
,
A truly German import brewed according to the German Purity Law, as are all Warsteiner beers, in limited quantities especially for Oktoberfest celebrations. This special edition has a well-balanced, mild and smooth taste with a uniquely soft, hoppy aftertaste and 5.9% alcohol. So bring a bit of Germany with you to your next Oktoberfest celebration and bring a Warsteiner Oktoberfest Special Edition.	",Warsteiner Premium Oktoberfest,Lager - Märzen / Oktoberfest,Warsteiner Brauerei,784.0,540.0,46796.0
189,5%,85.0,3.77,"Oaktoberfest is a true German Marzen bier brewed with premium imported Pilsner and Vienna malts and is spiced with Bavarian hop from the mother land. Light Amber in color, soft malty profile, full bodied lager beer. Fermented with the famous Bavarian Augustiner Lager yeast from Munich. We utilized German Hallertauer Traditions for both bittering and aroma additions adding a rich, noble hop presence to this beer.	",Oaktoberfest,Lager - Märzen / Oktoberfest,Firestone Walker Brewing Co.,792.0,104.0,31073.0
190,5.7%,83.0,3.66,"Our most popular beer, Märzen (Maert-zen) is a smooth, mildly sweet, auburn colored lager. This beer originated from Bavaria, where it was brewed in March (Marz in German) and stored in caves to be enjoyed during warmer weather. At the end of September, any remaining kegs of Märzen were consumed during the two week celebration which became famous as Oktoberfest. We hope you'll enjoy it year round.,
,
18 IBU	",Märzen,Lager - Märzen / Oktoberfest,Gordon Biersch Brewery Restaurant,809.0,350.0,41232.0
191,6%,86.0,3.81,,Munsterfest,Lager - Märzen / Oktoberfest,3 Floyds Brewing Co.,815.0,55.0,25764.0
192,5%,78.0,3.41,,Beck's Oktoberfest,Lager - Märzen / Oktoberfest,Brauerei Beck & Co.,816.0,563.0,47716.0
193,5.7%,83.0,3.68,"Formerly Goose Oktoberfest,
,
Goose Fest Bier is brimming with notes of toasted malt and freshly baked rye bread. This light-bodied German lager is clean and crisp with a fine noble hop character and mild earthy bitterness that is the hallmark of Hallertau hops. Raise a few steins of Goose Fest Bier this fall and celebrate this time-honored tradition, Prost!	",Goose Fest Bier,Lager - Märzen / Oktoberfest,Goose Island Beer Co.,1006.0,308.0,39944.0
195,5.45%,77.0,3.36,"Yuengling® is proud to offer our Oktoberfest as an homage to our German Heritage. Copper in color, this medium bodied beer is the perfect blend of roasted malts with just the right amount of hops to capture a true representation of the style.,
,
26 IBU	",Oktoberfest,Lager - Märzen / Oktoberfest,Yuengling Brewery,1025.0,567.0,48156.0
196,5.6%,81.0,3.59,"There is sauerkraut in my lederhosen. I repeat: There is sauerkraut in my lederhosen!,
,
Malts: Vienna, Munich,
Hops: Perle, Hallertau,
Yeast: Lager,
30 IBU,
Brewed with 100% imported German ingredients.	",Dogtoberfest,Lager - Märzen / Oktoberfest,Flying Dog Brewery,1086.0,479.0,44436.0
197,6.2%,85.0,3.77,"HOSS is based on the Märzen lagers of Germany. Rich, layered malt notes, with hints of cherry and dark fruits, dominate, while the unique addition of rye imparts a slightly earthy, spicy character. Hoss finishes crisp and dry, and its brilliant red-orange color is a toast to the sunsets that make the perfect backdrop for this beer.,
,
AWARDS:,
2009 Great American Beer Festival, Bronze Medal, Rye Beer,
2010 World Beer Cup, Bronze Medal, Rye,
2010 Australian International Beer Awards, Gold Medal & Overall Champion Lager	",Hoss Oktoberfest Lager,Lager - Märzen / Oktoberfest,Great Divide Brewing Company,1117.0,100.0,31078.0
